% # of blocks, # maximum delay
86,337
% block no, block name, core, start time, end time
26,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Gain2,0,165,170
27,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Gain3,0,225,230
28,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_In1,0,110,115
29,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_In2,0,195,200
30,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_In3,0,100,105
31,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_In4,0,130,135
32,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_In5,0,120,125
33,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Integrator,0,160,165
34,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Integrator1,0,210,215
35,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Ld0,0,220,225
36,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Lq0,0,170,175
37,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Out1,1,237,242
38,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Out2,1,242,247
39,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product,0,155,160
40,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product1,0,215,220
41,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product2,1,200,205
42,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product3,1,20,25
43,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product6,1,232,237
44,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Product7,1,227,232
45,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Sqrt,1,210,215
46,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_Switch,1,222,227
47,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_UnitDelay,1,15,20
48,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_id,0,135,140
49,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_id_ref,0,125,130
50,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_iq,0,145,150
51,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_iq_ref,0,200,205
52,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_ke,0,235,240
53,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_wre,0,150,155
54,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_wred,0,140,145
55,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_currentcon_wreq,0,205,210
56,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab,1,332,337
57,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Add,1,297,302
58,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Out1,1,307,312
59,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Out2,1,302,307
60,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Product,1,277,282
61,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Product1,1,287,292
62,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Product2,1,272,277
63,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Product3,1,282,287
64,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_Subtract,1,292,297
65,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_TrigonometricFunction,1,257,262
66,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_TrigonometricFunction1,1,252,257
67,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_d,1,267,272
68,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_q,1,262,267
69,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_dq2ab_thetae,1,247,252
70,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_ia,0,15,20
71,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_ib,0,10,15
72,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_idref,0,85,90
73,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_iqref,0,190,195
74,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_theta_erad,1,5,10
75,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_va,1,312,317
76,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_vb,1,317,322
77,adddelay_synmmodel_ctrl_risan_noMF_100us_Currentcontroller_wrm,0,80,85
78,adddelay_synmmodel_ctrl_risan_noMF_100us_ia,0,0,5
79,adddelay_synmmodel_ctrl_risan_noMF_100us_ib,0,5,10
80,adddelay_synmmodel_ctrl_risan_noMF_100us_idref,0,70,75
81,adddelay_synmmodel_ctrl_risan_noMF_100us_iqref,0,185,190
82,adddelay_synmmodel_ctrl_risan_noMF_100us_theta_erad,1,0,5
83,adddelay_synmmodel_ctrl_risan_noMF_100us_va,1,327,332
84,adddelay_synmmodel_ctrl_risan_noMF_100us_vb,1,322,327
85,adddelay_synmmodel_ctrl_risan_noMF_100us_wrm,0,75,80
